comunidad,num.entrevista,nombre.recurso,tipo.terreno,terreno.tamano.m2.,riego,manejo.producto,manejo.herramienta,manejo.estructura
Matlahuacala,16,xochitekonzi,monte,NA,NA,NA,manual,NA
Matlahuacala,16,matzitzi,monte,NA,NA,NA,manual,NA
Matlahuacala,16,rabo_de_leon,monte,NA,NA,NA,manual,NA
Matlahuacala,16,pipitza,monte,NA,NA,NA,manual,NA
Matlahuacala,16,papalokilitl,monte,NA,NA,NA,manual,NA
Matlahuacala,16,copal,monte,NA,NA,NA,manual,NA
Matlahuacala,16,tekilitl,monte,NA,NA,NA,manual,NA
Matlahuacala,16,oregano,monte,NA,NA,NA,manual,NA
Matlahuacala,17,naranja,parcela,20000,manguera,NA,manual+animal,NA
Matlahuacala,17,mandarina,parcela,20000,manguera,NA,manual+animal,NA
Matlahuacala,17,mamey,parcela,20000,manguera,NA,manual+animal,NA
Matlahuacala,17,papaya,parcela,20000,manguera,NA,manual+animal,NA
Matlahuacala,17,olonzopotl,parcela,20000,manguera,NA,manual+animal,NA
Matlahuacala,17,mango,parcela,20000,manguera,NA,manual+animal,NA
Matlahuacala,17,jinicuil,parcela,20000,manguera,NA,manual+animal,NA
Matlahuacala,17,tempeskistle,parcela,20000,manguera,NA,manual+animal,NA
Matlahuacala,17,pitajaya,parcela,20000,manguera,NA,manual+animal,NA
Matlahuacala,17,guaje,parcela,20000,manguera,NA,manual+animal,NA
Matlahuacala,17,guajilote,parcela,20000,manguera,NA,manual+animal,NA
Matlahuacala,17,rabano,parcela,20000,manguera,abono_animal,manual+animal,NA
Matlahuacala,17,frijol,parcela,10000,manguera,plaguicida,manual+animal,NA
Matlahuacala,17,cilantro,parcela,20000,manguera,abono_animal,manual+animal,NA
Matlahuacala,17,limon,parcela,20000,manguera,NA,manual+animal,NA
Matlahuacala,17,granada,parcela,20000,manguera,NA,manual+animal,NA
Matlahuacala,17,aguacate,parcela,20000,manguera,NA,manual+animal,NA
Matlahuacala,17,aguacate,parcela,20000,manguera,NA,manual+animal,NA
Matlahuacala,17,epazote,huerto,450,manguera,NA,manual+animal,NA
Matlahuacala,17,tomate,huerto,450,manguera,NA,manual+animal,NA
Matlahuacala,17,papalokilitl,parcela,20000,manguera,abono_animal,manual+animal,NA
Matlahuacala,17,maiz,parcela,20000,manguera,abono_quimico,manual+animal,NA
Matlahuacala,17,vitzcobitl,monte,NA,NA,NA,manual,NA
Matlahuacala,17,tepeguaje,monte,NA,NA,NA,manual,NA
Matlahuacala,17,matzitzi,monte,NA,NA,NA,manual,NA
Matlahuacala,17,rabo_de_leon,monte,NA,NA,NA,manual,NA
Matlahuacala,17,pipitza,parcela,20000,manguera,abono_animal,manual+animal,NA
Matlahuacala,17,copal,monte,NA,NA,NA,manual,NA
Matlahuacala,17,oregano,parcela,20000,manguera,abono_animal,manual+animal,NA
Matlahuacala,18,granadilla,huerto,10000,manguera,abono_quimico,manual,NA
Matlahuacala,18,platano,huerto,10000,manguera,NA,manual,NA
Matlahuacala,18,durazno,huerto,10000,manguera,NA,manual,NA
Matlahuacala,18,guaje,huerto,10000,manguera,NA,manual,NA
Matlahuacala,18,aguacate,huerto,10000,manguera,NA,manual,NA
Matlahuacala,18,nardo,huerto,10000,manguera,NA,manual,NA
Matlahuacala,18,limon,huerto,10000,manguera,NA,manual,NA
Matlahuacala,18,lima,huerto,10000,manguera,NA,manual,NA
Matlahuacala,18,kolesh,huerto,10000,manguera,NA,manual,NA
Matlahuacala,18,frijol,huerto,10000,manguera,NA,manual,NA
Matlahuacala,18,maiz,huerto,10000,manguera,abono_quimico,manual,NA
Matlahuacala,18,chirimoya,huerto,10000,manguera,NA,manual,NA
Matlahuacala,18,ruda,huerto,10000,manguera,NA,manual,NA
Matlahuacala,18,santamaria,huerto,10000,manguera,NA,manual,NA
Matlahuacala,18,xochitekonzi,monte,NA,NA,NA,manual,NA
Matlahuacala,18,huitlacoche,huerto,10000,manguera,NA,manual,NA
Matlahuacala,18,cacaya,monte,NA,NA,NA,manual,NA
Matlahuacala,18,pipitza,monte,NA,NA,NA,manual,NA
Matlahuacala,18,papalokilitl,monte,NA,NA,NA,manual,NA
Matlahuacala,18,laurel,monte,NA,NA,NA,manual,NA
Matlahuacala,18,oregano,monte,NA,NA,NA,manual,NA
Matlahuacala,19,platano,huerto,0,manguera,NA,manual,NA
Matlahuacala,19,durazno,huerto,0,manguera,NA,manual,NA
Matlahuacala,19,aguacate,huerto,0,manguera,NA,manual,NA
Matlahuacala,19,guayaba,huerto,0,manguera,NA,manual,NA
Matlahuacala,19,granada,huerto,0,manguera,NA,manual,NA
Matlahuacala,19,chirimoya,huerto,0,manguera,NA,manual,NA
Matlahuacala,19,guaje,huerto,0,manguera,NA,manual,NA
Matlahuacala,19,cana,huerto,0,manguera,NA,manual,NA
Matlahuacala,19,nopal,huerto,0,manguera,NA,manual,NA
Matlahuacala,19,chile_canario,huerto,0,manguera,NA,manual,NA
Matlahuacala,19,frijol,parcela,0,manguera,abono_quimico,manual,NA
Matlahuacala,19,nispero,huerto,0,manguera,NA,manual,NA
Matlahuacala,19,granadilla,parcela,0,manguera,abono_quimico,manual,NA
Matlahuacala,19,maiz,parcela,0,manguera,abono_quimico,manual+animal,NA
Matlahuacala,20,aguacate,huerto,2500,manguera,NA,manual,NA
Matlahuacala,20,guayaba,huerto,2500,manguera,NA,manual,NA
Matlahuacala,20,nispero,huerto,2500,manguera,NA,manual,NA
Matlahuacala,20,durazno,huerto,2500,manguera,NA,manual,NA
Matlahuacala,20,buganvilia,huerto,2500,manguera,NA,manual,NA
Matlahuacala,20,floripondio,huerto,2500,manguera,NA,manual,NA
Matlahuacala,20,rosa,huerto,2500,manguera,NA,manual,NA
Matlahuacala,20,yerbabuena,huerto,2500,manguera,NA,manual,NA
Matlahuacala,20,maiz,parcela,5000,manguera,abono_quimico,manual+animal,rotacion_cultivo
Matlahuacala,20,granadilla,parcela,5000,manguera,abono_quimico,manual+animal,rotacion_cultivo
Matlahuacala,20,capulin,huerto,2500,manguera,NA,manual,NA
Matlahuacala,20,tomate,parcela,5000,manguera,abono_quimico,manual+animal,rotacion_cultivo
Matlahuacala,20,oregano,monte,NA,NA,NA,manual,NA
Matlahuacala,21,nopal,huerto,0,temporal+manguera,abono_plantas,manual,NA
Matlahuacala,21,aguacate,huerto,0,temporal+manguera,abono_plantas,manual,NA
Matlahuacala,21,durazno,huerto,0,temporal+manguera,abono_plantas,manual,NA
Matlahuacala,21,maiz,parcela,0,temporal+manguera,abono_quimico,manual,NA
Matlahuacala,21,bahkilitl,parcela,0,temporal+manguera,abono_plantas,manual,NA
Matlahuacala,21,rosa,huerto,0,temporal+manguera,abono_plantas,manual,NA
Matlahuacala,21,granadilla,parcela,0,temporal+manguera,abono_plantas,manual,NA
Matlahuacala,21,xochitekonzi,monte,NA,NA,NA,manual,NA
Matlahuacala,21,pipitza,monte,NA,NA,NA,manual,NA
Matlahuacala,21,mora,monte,NA,NA,NA,manual,NA
Matlahuacala,21,zarzamora,monte,NA,NA,NA,manual,NA
Matlahuacala,21,oregano,monte,NA,NA,NA,manual,NA
Matlahuacala,22,aguacate,huerto,36,temporal+manguera,plaguicida,manual,NA
Matlahuacala,22,aguacate,huerto,36,temporal+manguera,abono_quimico+abono_plantas,manual,NA
Matlahuacala,22,nispero,huerto,36,temporal+manguera,abono_plantas,manual,NA
Matlahuacala,22,guajilote,huerto,36,temporal+manguera,abono_plantas,manual,NA
Matlahuacala,22,guaje,huerto,36,temporal+manguera,abono_plantas,manual,NA
Matlahuacala,22,guayaba,huerto,36,temporal+manguera,abono_plantas,manual,NA
Matlahuacala,22,higo,huerto,36,temporal+manguera,abono_plantas,manual,NA
Matlahuacala,22,camote,huerto,36,temporal+manguera,abono_plantas,manual,NA
Matlahuacala,22,maiz,huerto,36,temporal+manguera,abono_quimico+abono_plantas,manual,NA
Matlahuacala,22,frijol,huerto,36,temporal+manguera,abono_quimico+abono_plantas,manual,NA
Matlahuacala,22,granadilla,huerto,36,temporal+manguera,abono_quimico+abono_plantas,manual,NA
Matlahuacala,22,maiz,huerto,36,temporal+manguera,plaguicida,manual,NA
Matlahuacala,22,frijol,huerto,36,temporal+manguera,plaguicida,manual,NA
Matlahuacala,22,granadilla,huerto,36,temporal+manguera,plaguicida,manual,NA
Matlahuacala,22,haba,huerto,36,temporal+manguera,plaguicida,manual,NA
Matlahuacala,22,haba,huerto,36,temporal+manguera,abono_quimico+abono_plantas,manual,NA
Matlahuacala,22,cacaya,monte,NA,NA,NA,manual,NA
Matlahuacala,22,pipitza,monte,NA,NA,NA,manual,NA
Matlahuacala,22,oregano,monte,NA,NA,NA,manual,NA
Matlahuacala,23,guayaba,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,aguacate,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,kolesh,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,platano,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,cilantro,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,granadilla,huerto,18,manguera,abono_animal,manual,NA
Matlahuacala,23,limon,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,higo,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,zapote_blanco,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,guayaba,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,aguacate,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,kolesh,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,platano,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,cilantro,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,granadilla,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,limon,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,higo,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,zapote_blanco,huerto,18,manguera,NA,manual,NA
Matlahuacala,23,xochitekonzi,monte,NA,NA,NA,manual,NA
Matlahuacala,23,alaktzin,monte,NA,NA,NA,manual,NA
Matlahuacala,23,san_andres,monte,NA,NA,NA,manual,NA
Matlahuacala,23,maiz,parcela,500,manguera,abono_quimico,manual+animal,NA
Matlahuacala,23,tehuizotl,monte,NA,NA,NA,manual,NA
Matlahuacala,23,pipitza,monte,NA,NA,NA,manual,NA
Matlahuacala,23,laurel,monte,NA,NA,NA,manual,NA
Matlahuacala,23,oregano,monte,NA,NA,NA,manual,NA
Matlahuacala,24,durazno,huerto,50,manguera,NA,manual,NA
Matlahuacala,24,granadilla,huerto,50,manguera,NA,manual,descanso_tierra
Matlahuacala,24,aguacate,huerto,50,manguera,NA,manual,NA
Matlahuacala,24,maiz,huerto,50,manguera,abono_quimico,manual+animal,descanso_tierra
Matlahuacala,24,guayaba,huerto,50,manguera,NA,manual,NA
Matlahuacala,24,chirimoya,huerto,50,manguera,NA,manual,NA
Matlahuacala,24,chile_canario,huerto,50,manguera,NA,manual,NA
Matlahuacala,24,bahkilitl,huerto,50,manguera,NA,manual,NA
Matlahuacala,24,kolesh,huerto,50,manguera,NA,manual,NA
Matlahuacala,24,arnica,huerto,50,manguera,NA,manual,NA
Matlahuacala,24,santamaria,huerto,50,manguera,NA,manual,NA
Matlahuacala,24,cilantro,huerto,50,manguera,NA,manual,NA
Matlahuacala,24,xochitekonzi,monte,NA,NA,NA,manual,NA
Matlahuacala,24,alaktzin,monte,NA,NA,NA,manual,NA
Matlahuacala,24,laurel,monte,NA,NA,NA,manual,NA
Matlahuacala,24,oregano,monte,NA,NA,NA,manual,NA
Matlahuacala,25,aguacate,parcela,5000,temporal+manguera,NA,manual,descanso_tierra
Matlahuacala,25,aguacate,huerto,9,manguera,NA,manual,NA
Matlahuacala,25,capulin,huerto,9,manguera,NA,manual,NA
Matlahuacala,25,durazno,huerto,9,manguera,NA,manual,NA
Matlahuacala,25,epazote,huerto,9,manguera,NA,manual,NA
Matlahuacala,25,cilantro,huerto,9,manguera,NA,manual,NA
Matlahuacala,25,nardo,huerto,9,manguera,NA,manual,NA
Matlahuacala,25,azucena,huerto,9,manguera,NA,manual,NA
Matlahuacala,25,azomiate,huerto,9,manguera,NA,manual,NA
Matlahuacala,25,yerbabuena,huerto,9,manguera,NA,manual,NA
Matlahuacala,25,maiz,parcela,5000,temporal+manguera,abono_quimico,manual,descanso_tierra
Matlahuacala,25,bahkilitl,parcela,5000,temporal+manguera,NA,manual,descanso_tierra
Matlahuacala,25,kolesh,parcela,5000,temporal+manguera,NA,manual,descanso_tierra
Matlahuacala,25,chabacano,parcela,5000,temporal+manguera,NA,manual,descanso_tierra
Matlahuacala,25,ocote,monte,NA,NA,NA,manual,NA
Matlahuacala,25,encino,monte,NA,NA,NA,manual,NA
Matlahuacala,25,xochitekonzi,monte,NA,NA,NA,manual,NA
Matlahuacala,25,rabo_de_leon,monte,NA,NA,NA,manual,NA
Matlahuacala,25,zarzamora,monte,NA,NA,NA,manual,NA
Matlahuacala,25,oregano,monte,NA,NA,NA,manual,NA
Matlahuacala,26,aguacate,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,26,chabacano,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,26,maiz,parcela,36,manguera,abono_quimico,manual,descanso_tierra
Matlahuacala,26,granadilla,huerto,36,manguera,abono_quimico,manual,descanso_tierra
Matlahuacala,26,fresa,huerto,36,manguera,abono_quimico,manual,descanso_tierra
Matlahuacala,26,fresa,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,26,durazno,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,26,chayote,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,26,chilacayota,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,26,nopal,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,26,nopal,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,26,ruda,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,26,manrubio,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,26,rosa,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,26,geraneo,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,26,higo,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,26,kolesh,huerto,36,manguera,abono_quimico,manual,descanso_tierra
Matlahuacala,26,bahkilitl,huerto,36,manguera,abono_quimico,manual,descanso_tierra
Matlahuacala,26,alcatraz,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,26,xochitekonzi,monte,NA,NA,NA,manual,NA
Matlahuacala,26,ayotzin,monte,NA,NA,NA,manual,NA
Matlahuacala,26,laurel,monte,NA,NA,NA,manual,NA
Matlahuacala,27,aguacate,huerto,36,manguera,plaguicida,manual,descanso_tierra
Matlahuacala,27,durazno,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,27,granadilla,huerto,36,manguera,abono_quimico,manual,descanso_tierra
Matlahuacala,27,granadilla,huerto,36,manguera,plaguicida,manual,descanso_tierra
Matlahuacala,27,maiz,huerto,36,manguera,abono_quimico,manual+animal,descanso_tierra
Matlahuacala,27,frijol,huerto,36,manguera,plaguicida,manual,descanso_tierra
Matlahuacala,27,azucena,huerto,36,manguera,plaguicida,manual,descanso_tierra
Matlahuacala,27,rosa,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,27,epazote,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,27,cilantro,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,27,nopal,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,27,bahkilitl,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,27,kolesh,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,27,ruda,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,27,santamaria,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,27,manrubio,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,27,rabo_de_leon,monte,NA,NA,NA,manual,NA
Matlahuacala,27,pipitza,huerto,36,manguera,NA,manual,descanso_tierra
Matlahuacala,27,laurel,monte,NA,NA,NA,manual,NA
Matlahuacala,27,oregano,monte,NA,NA,NA,manual,NA
Matlahuacala,28,tomate,huerto,0,manguera,NA,manual,NA
Matlahuacala,28,cilantro,parcela,0,manguera,NA,manual,descanso_tierra
Matlahuacala,28,cilantro,huerto,0,manguera,NA,manual,NA
Matlahuacala,28,aguacate,huerto,0,manguera,NA,manual,NA
Matlahuacala,28,aguacate,parcela,0,manguera,NA,manual,descanso_tierra
Matlahuacala,28,durazno,huerto,0,manguera,NA,manual,NA
Matlahuacala,28,maiz,parcela,0,manguera,abono_quimico,manual,descanso_tierra
Matlahuacala,28,frijol,parcela,0,manguera,abono_quimico,manual,descanso_tierra
Matlahuacala,28,bahkilitl,parcela,0,manguera,NA,manual,descanso_tierra
Matlahuacala,28,kolesh,parcela,0,manguera,NA,manual,descanso_tierra
Matlahuacala,28,chirimoya,parcela,0,manguera,NA,manual,descanso_tierra
Matlahuacala,28,granadilla,parcela,0,manguera,NA,manual,descanso_tierra
Matlahuacala,28,rabo_de_leon,monte,NA,NA,NA,manual,NA
Matlahuacala,28,matzitzi,monte,NA,NA,NA,manual,NA
Matlahuacala,28,pipitza,monte,NA,NA,NA,manual,NA
Matlahuacala,28,copal,monte,NA,NA,NA,manual,NA
Matlahuacala,28,zarzamora,monte,NA,NA,NA,manual,NA
Matlahuacala,28,oregano,monte,NA,NA,NA,manual,NA
Matlahuacala,29,aguacate,parcela,5000,manguera,abono_quimico,manual,descanso_tierra
Matlahuacala,29,chicharo,parcela,5000,manguera,abono_quimico,manual,descanso_tierra
Matlahuacala,29,maiz,parcela,5000,manguera,abono_quimico,manual,descanso_tierra
Matlahuacala,29,frijol,parcela,5000,manguera,abono_quimico,manual,descanso_tierra
Matlahuacala,29,rosa,huerto,5000,manguera,NA,manual,NA
Matlahuacala,29,gladiola,huerto,0,manguera,NA,manual,NA
Matlahuacala,29,durazno,huerto,0,manguera,NA,manual,NA
Matlahuacala,29,azomiate,huerto,0,manguera,NA,manual,NA
Matlahuacala,29,jitomate,parcela,5000,manguera,abono_quimico,manual,descanso_tierra
Matlahuacala,29,tomate,parcela,5000,manguera,abono_quimico,manual,descanso_tierra
Matlahuacala,29,zarzamora,monte,NA,NA,NA,manual,NA
Matlahuacala,29,oregano,monte,NA,NA,NA,manual,NA
Matlahuacala,30,aguacate,parcela,10000,temporal+manguera,abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,granadilla,parcela,4200,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,cafe,parcela,4200,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,zapote,parcela,10000,temporal+manguera,abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,chirimoya,parcela,10000,temporal+manguera,abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,chayote,parcela,10000,temporal+manguera,abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,chicharo,parcela,10000,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,haba,parcela,10000,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,frijol,parcela,10000,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,maiz,parcela,10000,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,aguacate,parcela,10000,temporal+manguera,plaguicida,manual+animal,descanso_tierra
Matlahuacala,30,granadilla,parcela,10000,temporal+manguera,plaguicida,manual+animal,descanso_tierra
Matlahuacala,30,cafe,parcela,10000,temporal+manguera,plaguicida,manual+animal,descanso_tierra
Matlahuacala,30,zapote,parcela,4200,temporal+manguera,plaguicida,manual+animal,descanso_tierra
Matlahuacala,30,chirimoya,parcela,4200,temporal+manguera,plaguicida,manual+animal,descanso_tierra
Matlahuacala,30,chayote,parcela,10000,temporal+manguera,plaguicida,manual+animal,descanso_tierra
Matlahuacala,30,chicharo,parcela,10000,temporal+manguera,plaguicida,manual+animal,descanso_tierra
Matlahuacala,30,haba,parcela,10000,temporal+manguera,plaguicida,manual+animal,descanso_tierra
Matlahuacala,30,frijol,parcela,10000,temporal+manguera,plaguicida,manual+animal,descanso_tierra
Matlahuacala,30,maiz,parcela,10000,temporal+manguera,plaguicida,manual+animal,descanso_tierra
Matlahuacala,30,chile_canario,parcela,10000,temporal+manguera,plaguicida,manual+animal,descanso_tierra
Matlahuacala,30,aguacate,parcela,10000,temporal+manguera,cal,manual+animal,descanso_tierra
Matlahuacala,30,granadilla,parcela,10000,temporal+manguera,cal,manual+animal,descanso_tierra
Matlahuacala,30,cafe,parcela,10000,temporal+manguera,cal,manual+animal,descanso_tierra
Matlahuacala,30,zapote,parcela,4200,temporal+manguera,cal,manual+animal,descanso_tierra
Matlahuacala,30,chirimoya,parcela,4200,temporal+manguera,cal,manual+animal,descanso_tierra
Matlahuacala,30,chayote,parcela,10000,temporal+manguera,cal,manual+animal,descanso_tierra
Matlahuacala,30,chicharo,parcela,10000,temporal+manguera,cal,manual+animal,descanso_tierra
Matlahuacala,30,haba,parcela,10000,temporal+manguera,cal,manual+animal,descanso_tierra
Matlahuacala,30,frijol,parcela,10000,temporal+manguera,cal,manual+animal,descanso_tierra
Matlahuacala,30,maiz,parcela,10000,temporal+manguera,cal,manual+animal,descanso_tierra
Matlahuacala,30,chile_canario,parcela,10000,temporal+manguera,cal,manual+animal,descanso_tierra
Matlahuacala,30,chile_canario,parcela,10000,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,cilantro,parcela,10000,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,kolesh,parcela,10000,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,xokokilitl,parcela,10000,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,bahkilitl,parcela,10000,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,azomiate,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,santamaria,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,manrubio,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,mastranzo,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,yerbabuena,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,manzanilla,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,popotl,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,mejorana,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,gordolobo,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,arnica,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,sabila,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,azomiate,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,higuerilla,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,ruda,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,fresno,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,romero,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,hierbademujer,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,xochitekonzi,monte,NA,NA,NA,manual,NA
Matlahuacala,30,san_andres,monte,NA,NA,NA,manual,NA
Matlahuacala,30,matzitzi,monte,NA,NA,NA,manual,NA
Matlahuacala,30,pipitza,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,papalokilitl,huerto,80,temporal+manguera,abono_quimico+abono_animal,manual+animal,descanso_tierra
Matlahuacala,30,laurel,monte,NA,NA,NA,manual,NA
Matlahuacala,30,zarzamora,monte,NA,NA,NA,manual,NA
Matlahuacala,30,oregano,monte,NA,NA,NA,manual,NA
Coyomeapan,1,aguacate,parcela,25000,temporal,plaguicida,manual,rotacion_cultivo
Coyomeapan,1,manzana,parcela,25000,temporal,plaguicida,manual,rotacion_cultivo
Coyomeapan,1,membrillo,parcela,25000,temporal,NA,manual,rotacion_cultivo
Coyomeapan,1,durazno,parcela,25000,temporal,NA,manual,rotacion_cultivo
Coyomeapan,1,maiz,parcela,25000,temporal,abono_animal,manual,rotacion_cultivo
Coyomeapan,1,frijol,parcela,25000,temporal,plaguicida,manual,rotacion_cultivo
Coyomeapan,1,chilacayota,parcela,25000,temporal,NA,manual,rotacion_cultivo
Coyomeapan,1,bahkilitl,parcela,25000,temporal,NA,manual,rotacion_cultivo
Coyomeapan,1,tomakilitl,parcela,25000,temporal,NA,manual,rotacion_cultivo
Coyomeapan,1,laurel,huerto,300,temporal,NA,manual,NA
Coyomeapan,1,hierbasanta,huerto,300,temporal,NA,manual,NA
Coyomeapan,1,yerbabuena,huerto,300,temporal,NA,manual,NA
Coyomeapan,1,hierbamaestra,huerto,300,temporal,NA,manual,NA
Coyomeapan,1,azomiate,huerto,300,temporal,NA,manual,NA
Coyomeapan,1,calabaza,huerto,300,temporal,NA,manual,NA
Coyomeapan,1,chayote,huerto,300,temporal,NA,manual,NA
Coyomeapan,1,chile_canario,parcela,25000,temporal,plaguicida,manual,rotacion_cultivo
Coyomeapan,1,mora,monte,NA,NA,NA,manual,NA
Coyomeapan,1,zarzamora,monte,NA,NA,NA,manual,NA
Coyomeapan,2,rosa,huerto,5000,temporal,NA,manual,NA
Coyomeapan,2,clavel,huerto,5000,temporal,NA,manual,NA
Coyomeapan,2,gladiola,huerto,5000,temporal,NA,manual,NA
Coyomeapan,2,lirio,huerto,5000,temporal,NA,manual,NA
Coyomeapan,2,manzana,huerto,5000,temporal,NA,manual,NA
Coyomeapan,2,durazno,huerto,5000,temporal,NA,manual,NA
Coyomeapan,2,pera,huerto,5000,temporal,NA,manual,NA
Coyomeapan,2,ciruela,huerto,5000,temporal,NA,manual,NA
Coyomeapan,2,bahkilitl,huerto,5000,temporal,NA,manual,NA
Coyomeapan,2,tomakilitl,huerto,5000,temporal,NA,manual,NA
Coyomeapan,2,kolesh,huerto,5000,temporal,NA,manual,NA
Coyomeapan,2,papalokilitl,huerto,5000,temporal,NA,manual,NA
Coyomeapan,2,maiz,parcela,10000,temporal,abono_animal,manual,NA
Coyomeapan,2,frijol,parcela,10000,temporal,NA,manual,NA
Coyomeapan,2,calabaza,parcela,10000,temporal,NA,manual,NA
Coyomeapan,2,garbanzo,huerto,5000,temporal,NA,manual,NA
Coyomeapan,2,haba,huerto,5000,temporal,NA,manual,NA
Coyomeapan,2,xochitekonzi,monte,NA,NA,NA,manual,NA
Coyomeapan,2,oconanacatl,monte,NA,NA,NA,manual,NA
Coyomeapan,2,chilnanacatl,monte,NA,NA,NA,manual,NA
Coyomeapan,2,alaktzin,monte,NA,NA,NA,manual,NA
Coyomeapan,2,kaxpalzi,monte,NA,NA,NA,manual,NA
