comunidad,num.entrevista,nombre.recurso,tipo.recurso,uso,venta,tipo.mercado.venta,distancia,distancia.km,tiempo,tiempo.min,tipo.de.carretera,tipologia.mercado,compra,manejo,tipo.terreno,tamano.huerto.m2,tamano.parcela.m2,tamano.invernadero.m2,tamano.cultivo.m2,tamano.cultivo,terreno.propiedad,percepcion.clima,riego,manejo.producto,manejo.herramienta,manejo.estructura,escolaridad.grado,escolaridad,origen,lenguas,lengua,nahuatl,espanol,migracion,campesino,productor,pastor,comercio,tendero,jornalero,otro
Aticpac,8,mandarina,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,cultivado,huerto,1886.4,0,0,1886.4,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,cafe,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,cultivado,huerto,1886.4,0,0,1886.4,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,cafe,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,cultivado,parcela,0,2515.2,0,2515.2,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,tzopelikilitl,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,tolerado,huerto,1886.4,0,0,1886.4,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,tzopelikilitl,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,tolerado,parcela,0,3144,0,3144,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,aztokilitl,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,tolerado,huerto,1886.4,0,0,1886.4,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,aztokilitl,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,tolerado,parcela,0,3144,0,3144,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,bahkilitl,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,tolerado,huerto,1886.4,0,0,1886.4,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,bahkilitl,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,tolerado,parcela,0,3144,0,3144,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,tomakilitl,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,tolerado,huerto,1886.4,0,0,1886.4,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,tomakilitl,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,tolerado,parcela,0,3144,0,3144,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,maiz,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,domesticado,parcela,0,3144,0,3144,<1hc,propio,caliente_humedo,temporal,abono_quimico,manual,descanso_tierra,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,maiz,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,domesticado,parcela,0,3144,0,3144,<1hc,rentado,caliente_humedo,temporal,abono_quimico,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,nopal,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,tomate,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,chile,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,frijol,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,parcela,0,3144,0,3144,<1hc,propio,caliente_humedo,temporal,abono_quimico,manual,descanso_tierra,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,frijol,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,parcela,0,3144,0,3144,<1hc,rentado,caliente_humedo,temporal,abono_quimico,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,calabaza,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,parcela,0,3144,0,3144,<1hc,propio,caliente_humedo,temporal,abono_quimico,manual,descanso_tierra,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,calabaza,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,parcela,0,3144,0,3144,<1hc,rentado,caliente_humedo,temporal,abono_quimico,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,iztananacatl,hongo,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,parcela,0,3144,0,3144,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,tonagas,hongo,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,parcela,0,3144,0,3144,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,huitlacoche,hongo,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,parcela,0,3144,0,3144,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,tekilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,interna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,pipitza,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,copal,planta,ceremonial,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,laurel,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,silvestre,monte,NA,NA,NA,NA,NA,comunal,NA,NA,NA,manual,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,tehuantekilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,interna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,8,oregano,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,primaria,municipal,2,bilingue,1,1,nacional,1,0,0,1,0,0,0
Aticpac,9,tekilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,interna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,pipitza,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,copal,planta,ceremonial,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,laurel,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,silvestre,monte,NA,NA,NA,NA,NA,comunal,NA,NA,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,tehuantekilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,interna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,oregano,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,platano,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,cultivado,huerto,390,0,0,390,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,lima,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,cultivado,huerto,390,0,0,390,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,guayaba,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,390,0,0,390,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,ruda,planta,medicinal,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,390,0,0,390,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,sabila,planta,medicinal,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,390,0,0,390,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,rosa,planta,ornamental,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,390,0,0,390,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,cafe,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,cultivado,huerto,390,0,0,390,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,cafe,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,cultivado,parcela,0,4401.6,0,4401.6,<1hc,rentado,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,topetl,planta,lena,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,parcela,0,4401.6,0,4401.6,<1hc,rentado,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,tepexilotl,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,tolerado,huerto,390,0,0,390,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,naranja,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,cultivado,huerto,390,0,0,390,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,velikmoli,planta,envoltura,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,huerto,390,0,0,390,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,velikmoli,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,huerto,390,0,0,390,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,aztokilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,huerto,390,0,0,390,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,aztokilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,parcela,0,5031.4,0,5031.4,<1hc,rentado,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,tzopelikilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,huerto,390,0,0,390,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,tzopelikilitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,parcela,0,5031.4,0,5031.4,<1hc,rentado,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,iztananacatl,hongo,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,silvestre,monte,NA,NA,NA,NA,NA,comunal,NA,NA,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,tonagas,hongo,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,silvestre,monte,NA,NA,NA,NA,NA,comunal,NA,NA,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,xochitekonzi,hongo,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,silvestre,monte,NA,NA,NA,NA,NA,comunal,NA,NA,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,maiz,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,domesticado,parcela,0,5031.4,0,5031.4,<1hc,rentado,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,frijol,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,parcela,0,5031.4,0,5031.4,<1hc,rentado,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,jitomate,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,9,chile,planta,comestible,NA,NA,NA,NA,NA,NA,NA,compra,Coyomeapan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,1,0,0
Aticpac,10,frijol,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,cal,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,frijol,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,cultivado,parcela,0,10000,0,10000,1hc-3hc,propio,caliente_humedo,temporal,cal,manual,rotacion_cultivo,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,maiz,planta,comestible,interna,comunitaria,NA,0,NA,0,NA,interna,NA,domesticado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,cal,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,maiz,planta,comestible,interna,comunitaria,NA,0,NA,0,NA,interna,NA,domesticado,parcela,0,10000,0,10000,1hc-3hc,propio,caliente_humedo,temporal,cal,manual,rotacion_cultivo,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,maiz,planta,comestible,interna,comunitaria,NA,0,NA,0,NA,interna,NA,domesticado,parcela,0,7500,0,7500,<1hc,propio,caliente_humedo,temporal,cal,manual,rotacion_cultivo,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,platano,planta,comestible,interna,comunitaria,NA,0,NA,0,NA,interna,NA,cultivado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,cal,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,tepexilotl,planta,comestible,Zoquitlan,micro-regional,corta,16.3,medio,60,mixta,Mercado_pequeno,NA,tolerado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,tepexilotl,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,tolerado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,tepexilotl,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,promovido,parcela,0,10000,0,10000,1hc-3hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,tepexilotl,planta,comestible,Zoquitlan,micro-regional,corta,16.3,medio,60,mixta,Mercado_pequeno,NA,promovido,parcela,0,10000,0,10000,1hc-3hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,tepexilotl,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,promovido,parcela,0,7500,0,7500,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,tepexilotl,planta,comestible,Zoquitlan,micro-regional,corta,16.3,medio,60,mixta,Mercado_pequeno,NA,promovido,parcela,0,7500,0,7500,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,jinicuil,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,jinicuil,planta,lena,interna,comunitaria,NA,0,NA,0,NA,interna,NA,tolerado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,tempeskistle,planta,lena,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,tempeskistle,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,guayaba,planta,comestible,Zoquitlan,micro-regional,corta,16.3,medio,60,mixta,Mercado_pequeno,NA,cultivado,parcela,0,10000,0,10000,1hc-3hc,propio,caliente_humedo,temporal,NA,manual,rotacion_cultivo,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,guayaba,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,cultivado,parcela,0,10000,0,10000,1hc-3hc,propio,caliente_humedo,temporal,NA,manual,rotacion_cultivo,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,naranja,planta,comestible,Zoquitlan,micro-regional,corta,16.3,medio,60,mixta,Mercado_pequeno,NA,cultivado,parcela,0,7500,0,7500,<1hc,propio,caliente_humedo,temporal,NA,manual,rotacion_cultivo,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,naranja,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,cultivado,parcela,0,7500,0,7500,<1hc,propio,caliente_humedo,temporal,NA,manual,rotacion_cultivo,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,naranja,planta,comestible,Zoquitlan,micro-regional,corta,16.3,medio,60,mixta,Mercado_pequeno,NA,cultivado,parcela,0,10000,0,10000,1hc-3hc,propio,caliente_humedo,temporal,NA,manual,rotacion_cultivo,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,naranja,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,cultivado,parcela,0,10000,0,10000,1hc-3hc,propio,caliente_humedo,temporal,NA,manual,rotacion_cultivo,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,encino,planta,lena,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,parcela,0,10000,0,10000,1hc-3hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,xokokilitl,planta,comestible,Tehuacan,regional,larga,85.3,mucho,160,mixta,Mercado_grande,NA,tolerado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,yoloxochitl,planta,medicinal,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,tolerado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,yoloxochitl,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,chayote,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,tzopelikilitl,planta,comestible,interna,comunitaria,NA,0,NA,0,NA,interna,NA,tolerado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,tzopelikilitl,planta,comestible,interna,comunitaria,NA,0,NA,0,NA,interna,NA,tolerado,parcela,0,10000,0,10000,1hc-3hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,aztokilitl,planta,comestible,interna,comunitaria,NA,0,NA,0,NA,interna,NA,tolerado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,aztokilitl,planta,comestible,interna,comunitaria,NA,0,NA,0,NA,interna,NA,tolerado,parcela,0,10000,0,10000,1hc-3hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,laurel,planta,medicinal,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,laurel,planta,comestible,NA,NA,NA,NA,NA,NA,NA,autoconsumo,NA,tolerado,huerto,1000,0,0,1000,<1hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,camedor,planta,ornamental,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,tolerado,parcela,0,10000,0,10000,1hc-3hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,camedor,planta,ornamental,Tehuacan,regional,larga,85.3,mucho,160,mixta,Mercado_grande,NA,tolerado,parcela,0,10000,0,10000,1hc-3hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,camedor,planta,ornamental,Zoquitlan,micro-regional,corta,16.3,medio,60,mixta,Mercado_pequeno,NA,tolerado,parcela,0,10000,0,10000,1hc-3hc,propio,caliente_humedo,temporal,NA,manual,NA,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,cafe,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,cultivado,parcela,0,7500,0,7500,<1hc,propio,caliente_humedo,temporal,abono_plantas,manual,rotacion_cultivo,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
Aticpac,10,cafe,planta,comestible,Coyomeapan,municipal,corta,19.8,medio,74,terraceria,Mercado_Municipal,NA,cultivado,parcela,0,7500,0,7500,<1hc,propio,caliente_humedo,temporal,cal,manual,rotacion_cultivo,2,primaria,municipal,2,bilingue,1,1,0,1,0,0,1,0,0,0
